id,dteday,season,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed
97,1/5/2011,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642
98,1/5/2011,1,6,0,3,1,1,0.2,0.197,0.47,0.2239
99,1/5/2011,1,7,0,3,1,1,0.18,0.1818,0.43,0.194
100,1/5/2011,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985
101,1/5/2011,1,9,0,3,1,1,0.22,0.197,0.37,0.3284
102,1/5/2011,1,10,0,3,1,1,0.22,0.197,0.37,0.3284
103,1/5/2011,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284
104,1/5/2011,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284
105,1/5/2011,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985
106,1/5/2011,1,14,0,3,1,1,0.3,0.2879,0.28,0.194
107,1/5/2011,1,15,0,3,1,1,0.3,0.2879,0.28,0.194
108,1/5/2011,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896
109,1/5/2011,1,17,0,3,1,1,0.24,0.2273,0.38,0.194
110,1/5/2011,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343
111,1/5/2011,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045
112,1/5/2011,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642
113,1/5/2011,1,21,0,3,1,1,0.2,0.197,0.51,0.194
114,1/5/2011,1,22,0,3,1,1,0.18,0.197,0.55,0.1343
115,1/5/2011,1,23,0,3,1,1,0.2,0.2576,0.47,0
116,1/6/2011,1,0,0,4,1,1,0.18,0.2424,0.55,0
117,1/6/2011,1,1,0,4,1,1,0.16,0.2273,0.64,0
118,1/6/2011,1,2,0,4,1,1,0.16,0.2273,0.64,0
119,1/6/2011,1,4,0,4,1,2,0.16,0.197,0.64,0.0896
120,1/6/2011,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896
121,1/6/2011,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045
122,1/6/2011,1,7,0,4,1,2,0.16,0.2273,0.59,0
123,1/6/2011,1,8,0,4,1,1,0.16,0.2273,0.59,0
124,1/6/2011,1,9,0,4,1,2,0.18,0.2424,0.51,0
125,1/6/2011,1,10,0,4,1,1,0.2,0.2576,0.47,0
126,1/6/2011,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896
127,1/6/2011,1,12,0,4,1,1,0.26,0.2879,0.35,0
128,1/6/2011,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045
129,1/6/2011,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642
130,1/6/2011,1,15,0,4,1,1,0.28,0.2727,0.36,0
131,1/6/2011,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642
132,1/6/2011,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642
133,1/6/2011,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343
134,1/6/2011,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896
135,1/6/2011,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642
136,1/6/2011,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239
137,1/6/2011,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836
138,1/6/2011,1,23,0,4,1,2,0.2,0.197,0.59,0.194
139,1/7/2011,1,0,0,5,1,2,0.2,0.197,0.64,0.194
140,1/7/2011,1,1,0,5,1,2,0.2,0.197,0.69,0.2239
141,1/7/2011,1,2,0,5,1,2,0.2,0.197,0.69,0.2239
142,1/7/2011,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343
143,1/7/2011,1,5,0,5,1,3,0.22,0.2727,0.55,0
144,1/7/2011,1,6,0,5,1,2,0.2,0.2576,0.69,0
145,1/7/2011,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343
146,1/7/2011,1,8,0,5,1,1,0.2,0.197,0.51,0.2537
147,1/7/2011,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985
148,1/7/2011,1,10,0,5,1,1,0.22,0.197,0.37,0.3284
149,1/7/2011,1,11,0,5,1,2,0.2,0.197,0.4,0.2239
150,1/7/2011,1,12,0,5,1,2,0.2,0.197,0.37,0.2537
151,1/7/2011,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836
152,1/7/2011,1,14,0,5,1,2,0.2,0.197,0.4,0.2537
153,1/7/2011,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642
154,1/7/2011,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642
155,1/7/2011,1,17,0,5,1,2,0.2,0.2576,0.37,0
156,1/7/2011,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896
157,1/7/2011,1,19,0,5,1,1,0.16,0.197,0.55,0.0896
158,1/7/2011,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045
159,1/7/2011,1,21,0,5,1,1,0.18,0.197,0.47,0.1343
160,1/7/2011,1,22,0,5,1,2,0.18,0.197,0.43,0.1642
161,1/7/2011,1,23,0,5,1,2,0.18,0.197,0.51,0.1642
162,1/8/2011,1,0,0,6,0,2,0.18,0.197,0.51,0.1642
163,1/8/2011,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896
164,1/8/2011,1,2,0,6,0,2,0.18,0.2424,0.55,0
165,1/8/2011,1,3,0,6,0,3,0.18,0.197,0.55,0.1642
166,1/8/2011,1,4,0,6,0,3,0.18,0.197,0.55,0.1642
167,1/8/2011,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642
168,1/8/2011,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642
169,1/8/2011,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045
170,1/8/2011,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045
171,1/8/2011,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045
172,1/8/2011,1,10,0,6,0,2,0.18,0.197,0.8,0.1642
173,1/8/2011,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881
174,1/8/2011,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582
175,1/8/2011,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284
176,1/8/2011,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925
177,1/8/2011,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478
178,1/8/2011,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478
179,1/8/2011,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522
180,1/8/2011,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985
181,1/8/2011,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537
182,1/8/2011,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537
183,1/8/2011,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582
184,1/8/2011,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881
185,1/8/2011,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478
186,1/9/2011,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881
187,1/9/2011,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627
188,1/9/2011,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627
189,1/9/2011,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179
190,1/9/2011,1,4,0,0,0,1,0.08,0.0909,0.53,0.194
191,1/9/2011,1,5,0,0,0,1,0.08,0.0909,0.53,0.194
192,1/9/2011,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836
193,1/9/2011,1,7,0,0,0,1,0.08,0.0909,0.53,0.194
194,1/9/2011,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836
195,1/9/2011,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224
196,1/9/2011,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881
197,1/9/2011,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224
198,1/9/2011,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478
199,1/9/2011,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478
200,1/9/2011,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627
201,1/9/2011,1,15,0,0,0,1,0.22,0.197,0.35,0.3582
202,1/9/2011,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478
203,1/9/2011,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881
204,1/9/2011,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284
205,1/9/2011,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284
206,1/9/2011,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537
207,1/9/2011,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179
208,1/9/2011,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985
209,1/9/2011,1,23,0,0,0,1,0.12,0.1364,0.5,0.194
210,1/10/2011,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836
211,1/10/2011,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836
212,1/10/2011,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239
213,1/10/2011,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239
214,1/10/2011,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343
215,1/10/2011,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537
216,1/10/2011,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836
217,1/10/2011,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239
218,1/10/2011,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836
219,1/10/2011,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537
220,1/10/2011,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985
221,1/10/2011,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836
222,1/10/2011,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836
223,1/10/2011,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836
224,1/10/2011,1,14,0,1,1,2,0.2,0.197,0.4,0.2239
225,1/10/2011,1,15,0,1,1,2,0.2,0.197,0.4,0.2239
226,1/10/2011,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343
227,1/10/2011,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045
228,1/10/2011,1,18,0,1,1,1,0.2,0.197,0.4,0.2239
229,1/10/2011,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642
230,1/10/2011,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642
231,1/10/2011,1,21,0,1,1,1,0.14,0.1364,0.59,0.194
232,1/10/2011,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642
233,1/10/2011,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642
234,1/11/2011,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045
235,1/11/2011,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642
236,1/11/2011,1,2,0,2,1,2,0.16,0.1515,0.55,0.194
237,1/11/2011,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343
238,1/11/2011,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343
239,1/11/2011,1,7,0,2,1,2,0.16,0.2273,0.55,0
240,1/11/2011,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896
241,1/11/2011,1,9,0,2,1,2,0.18,0.197,0.51,0.1642
242,1/11/2011,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642
243,1/11/2011,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343
244,1/11/2011,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045
245,1/11/2011,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896
246,1/11/2011,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896
247,1/11/2011,1,15,0,2,1,2,0.16,0.197,0.8,0.0896
248,1/11/2011,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239
249,1/11/2011,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239
250,1/11/2011,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045
251,1/11/2011,1,19,0,2,1,3,0.16,0.2273,0.93,0
252,1/11/2011,1,20,0,2,1,3,0.16,0.1515,0.93,0.194
253,1/11/2011,1,21,0,2,1,3,0.16,0.197,0.86,0.0896
254,1/11/2011,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045
255,1/11/2011,1,23,0,2,1,3,0.16,0.197,0.93,0.0896
256,1/12/2011,1,0,0,3,1,2,0.16,0.197,0.86,0.0896
257,1/12/2011,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045
258,1/12/2011,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343
259,1/12/2011,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642
260,1/12/2011,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343
261,1/12/2011,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343
262,1/12/2011,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642
263,1/12/2011,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284
264,1/12/2011,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239
265,1/12/2011,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881
266,1/12/2011,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821
267,1/12/2011,1,13,0,3,1,1,0.22,0.197,0.44,0.3582
268,1/12/2011,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284
269,1/12/2011,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179
270,1/12/2011,1,16,0,3,1,1,0.22,0.197,0.44,0.3284
271,1/12/2011,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582
272,1/12/2011,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224
273,1/12/2011,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179
274,1/12/2011,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284
275,1/12/2011,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284
276,1/12/2011,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478
277,1/12/2011,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179
278,1/13/2011,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836
279,1/13/2011,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836
280,1/13/2011,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582
281,1/13/2011,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284
282,1/13/2011,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537
283,1/13/2011,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985
284,1/13/2011,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343
285,1/13/2011,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343
286,1/13/2011,1,8,0,4,1,1,0.14,0.1364,0.5,0.194
287,1/13/2011,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284
288,1/13/2011,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582
289,1/13/2011,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478
290,1/13/2011,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179
291,1/13/2011,1,13,0,4,1,1,0.22,0.197,0.41,0.4478
292,1/13/2011,1,14,0,4,1,1,0.22,0.197,0.41,0.3881
293,1/13/2011,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985
294,1/13/2011,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582
295,1/13/2011,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836
296,1/13/2011,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284
297,1/13/2011,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537
298,1/13/2011,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239
299,1/13/2011,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985
300,1/13/2011,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284
301,1/13/2011,1,23,0,4,1,1,0.12,0.1364,0.5,0.194
302,1/14/2011,1,0,0,5,1,1,0.12,0.1364,0.5,0.194
303,1/14/2011,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642
304,1/14/2011,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343
305,1/14/2011,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045
306,1/14/2011,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896
307,1/14/2011,1,6,0,5,1,1,0.1,0.1818,0.54,0
308,1/14/2011,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642
309,1/14/2011,1,8,0,5,1,1,0.12,0.1667,0.68,0
310,1/14/2011,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343
311,1/14/2011,1,10,0,5,1,1,0.18,0.1818,0.55,0.194
312,1/14/2011,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836
313,1/14/2011,1,12,0,5,1,1,0.2,0.197,0.44,0.2537
314,1/14/2011,1,13,0,5,1,1,0.22,0.197,0.37,0.3881
315,1/14/2011,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836
316,1/14/2011,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642
317,1/14/2011,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045
318,1/14/2011,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642
319,1/14/2011,1,18,0,5,1,1,0.2,0.2576,0.47,0
320,1/14/2011,1,19,0,5,1,1,0.16,0.197,0.59,0.0896
321,1/14/2011,1,20,0,5,1,1,0.18,0.2424,0.59,0
322,1/14/2011,1,21,0,5,1,1,0.16,0.2273,0.69,0
323,1/14/2011,1,22,0,5,1,2,0.16,0.2273,0.69,0
324,1/14/2011,1,23,0,5,1,2,0.18,0.2424,0.55,0
325,1/15/2011,1,0,0,6,0,1,0.18,0.2424,0.55,0
326,1/15/2011,1,1,0,6,0,2,0.16,0.197,0.59,0.0896
327,1/15/2011,1,2,0,6,0,2,0.16,0.197,0.59,0.0896
328,1/15/2011,1,3,0,6,0,2,0.16,0.2273,0.59,0
329,1/15/2011,1,4,0,6,0,2,0.16,0.2273,0.59,0
330,1/15/2011,1,5,0,6,0,1,0.16,0.2273,0.59,0
331,1/15/2011,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045
332,1/15/2011,1,7,0,6,0,1,0.14,0.2121,0.63,0
333,1/15/2011,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343
334,1/15/2011,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343
335,1/15/2011,1,10,0,6,0,1,0.18,0.197,0.59,0.1642
336,1/15/2011,1,11,0,6,0,1,0.2,0.197,0.55,0.2239
337,1/15/2011,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239
338,1/15/2011,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985
339,1/15/2011,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836
340,1/15/2011,1,15,0,6,0,2,0.32,0.3182,0.36,0.194
341,1/15/2011,1,16,0,6,0,2,0.34,0.3333,0.34,0.194
342,1/15/2011,1,17,0,6,0,2,0.32,0.303,0.36,0.2836
343,1/15/2011,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537
344,1/15/2011,1,19,0,6,0,2,0.32,0.303,0.39,0.2537
345,1/15/2011,1,20,0,6,0,2,0.32,0.303,0.39,0.2537
346,1/15/2011,1,21,0,6,0,2,0.32,0.303,0.39,0.2239
347,1/15/2011,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045
348,1/15/2011,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836
349,1/16/2011,1,0,0,0,0,1,0.26,0.303,0.56,0
350,1/16/2011,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343
351,1/16/2011,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896
352,1/16/2011,1,3,0,0,0,1,0.22,0.2727,0.69,0
353,1/16/2011,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642
354,1/16/2011,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642
355,1/16/2011,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642
356,1/16/2011,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985
357,1/16/2011,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836
358,1/16/2011,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537
359,1/16/2011,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836
360,1/16/2011,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537
361,1/16/2011,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836
362,1/16/2011,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985
